row,query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
901,Nutrition therapy for a 8yo with CF and allergic bronchopulmonary aspergillosis on steroids in Kenya,therapy,5,Mistral,False,recommendation,[],True,13
902,Recommend steroid-sparing, anti-inflammatory meals for CF in Ghana,recommendation,4,Mistral,True,therapy,[],False,9
903,Compare bone density outcomes in CF children on chronic steroids in Nigeria,comparison,4,Mistral,True,therapy,['vitamin_d','calcium'],False,10
904,How do steroids affect glucose metabolism in CF?,general,4,Mistral,False,recommendation,['glucose'],True,7
905,What is the role of bisphosphonates in CF bone disease?,general,4,Mistral,False,therapy,[],True,7
906,Medical nutrition therapy for a 6yo with methylmalonic acidemia during illness in India,therapy,5,Mistral,False,recommendation,['ammonia','lactate'],True,12
907,Recommend emergency high-carbohydrate, low-protein fluids for organic acidemia in South Africa,recommendation,5,Mistral,True,therapy,['protein','carbohydrate'],True,13
908,Compare carnitine dosing in different organic acidemias in Nigeria,comparison,4,Mistral,True,therapy,['carnitine'],False,8
909,How is metabolic stroke prevented in organic acidemias?,general,4,Mistral,False,recommendation,[],True,7
910,What is the role of liver transplant in organic acidemias?,general,4,Mistral,False,therapy,[],True,7
911,Ketogenic diet for a 5yo with CDKL5 deficiency disorder in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
912,Recommend ways to manage constipation on keto in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
913,Compare seizure types responsive to ketogenic diet in Ghana,comparison,4,Mistral,True,therapy,[],False,8
914,How does the ketogenic diet affect behavior in developmental disorders?,general,4,Mistral,False,recommendation,[],False,9
915,What is the role of modified Atkins diet in resource-limited settings?,general,4,Mistral,False,therapy,[],False,9
916,Nutrition therapy for a 11yo with CKD stage 3 and metabolic acidosis in India,therapy,5,Mistral,False,recommendation,['bicarbonate'],True,10
917,Recommend bicarbonate-rich, kidney-safe meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['bicarbonate'],True,10
918,Compare serum bicarbonate targets in pediatric CKD guidelines in Nigeria,comparison,4,Mistral,True,therapy,['bicarbonate'],False,9
919,How does metabolic acidosis affect muscle mass in CKD?,general,4,Mistral,False,recommendation,[],True,8
920,What is the role of fruit-derived alkali in CKD?,general,4,Mistral,False,therapy,[],False,7
921,Medical nutrition therapy for a 6yo with Crohn’s disease and perianal fistula in Kenya,therapy,5,Mistral,False,recommendation,['fecal_calprotectin'],True,11
922,Recommend low-residue, high-zinc meals for fistula healing in Ghana,recommendation,5,Mistral,True,therapy,['zinc'],True,9
923,Compare antibiotic efficacy with nutritional support in perianal Crohn’s in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
924,How does zinc affect wound healing in IBD?,general,4,Mistral,False,recommendation,['zinc'],False,7
925,What is the role of seton placement in fistulizing Crohn’s?,general,4,Mistral,False,therapy,[],False,8
926,Recommend high-calorie, easy-to-swallow meals for a 4yo with GERD and oral aversion in India,recommendation,5,Mistral,True,therapy,[],True,12
927,Medical nutrition therapy for a 5yo with cyclic vomiting syndrome in South Africa,therapy,4,Mistral,False,recommendation,[],True,9
928,Compare mitochondrial disorder screening in CVS in Nigeria,comparison,4,Mistral,True,therapy,[],False,7
929,How does coenzyme Q10 affect CVS?,general,4,Mistral,False,recommendation,['coq10'],False,6
930,What is the role of carnitine in CVS?,general,4,Mistral,False,therapy,['carnitine'],False,6
931,Compare preterm iron supplementation protocols: ESPGHAN vs local guidelines in Kenya,comparison,4,Mistral,True,therapy,['iron'],False,10
932,How does iron deficiency affect neurodevelopment in preterms?,general,4,Mistral,False,recommendation,['iron'],True,7
933,Recommend iron-fortified local complementary foods for preterms in Ghana,recommendation,4,Mistral,True,therapy,['iron'],False,9
934,Medical nutrition therapy for a 7-month-old with preterm history and vitamin D deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,13
935,What is the role of sunlight exposure in preterm vitamin D status?,general,4,Mistral,False,therapy,['vitamin_d'],False,8
936,Recommend carb distribution for a 14yo with T1D on college schedule in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,11
937,Compare insulin pump site rotation strategies in hot climates in South Africa,comparison,3,TinyLlama,True,therapy,[],False,9
938,How does alcohol affect T1D in adolescents?,general,4,Mistral,False,recommendation,[],True,6
939,Medical nutrition therapy for a 16yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
940,Recommend preconception folic acid dose for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,9
941,Compare food allergy resolution rates by allergen in Ghana,comparison,3,TinyLlama,True,therapy,[],False,8
942,How does eczema severity predict food allergy persistence?,general,4,Mistral,False,recommendation,[],False,7
943,Recommend reintroduction protocols for resolved milk allergy in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
944,Medical nutrition therapy for a 7yo with food-dependent exercise-induced anaphylaxis in India,therapy,5,Mistral,False,recommendation,[],True,11
945,Compare safe exercise timing after eating in FDEIA in South Africa,comparison,4,Mistral,True,therapy,[],False,9
946,How is FDEIA diagnosed?,general,3,Mistral,False,recommendation,[],False,4
947,Nutrition therapy for a 9yo with CF and CFRD on insulin pump in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
948,Recommend pump-compatible meal timing for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,8
949,Compare insulin absorption with CF-related skin changes in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
950,How does CFRD affect lung function decline?,general,4,Mistral,False,recommendation,[],True,6
951,What is the role of annual OGTT in CF?,general,4,Mistral,False,therapy,[],False,7
952,Medical nutrition therapy for a 5yo with argininosuccinic aciduria in India,therapy,5,Mistral,False,recommendation,['ammonia'],True,9
953,Recommend arginine supplementation strategies in ASA in South Africa,recommendation,5,Mistral,True,therapy,['arginine'],True,8
954,Compare liver fibrosis risk in different urea cycle disorders in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
955,How is ASA monitored long-term?,general,4,Mistral,False,recommendation,['ammonia','arginine'],False,5
956,What is the role of liver transplant in ASA?,general,4,Mistral,False,therapy,[],True,6
957,Ketogenic diet for a 6yo with myoclonic-astatic epilepsy in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
958,Recommend ways to prevent dyslipidemia on long-term keto in Nigeria,recommendation,5,Mistral,True,therapy,['lipids'],True,9
959,Compare lipid-lowering strategies in pediatric keto in Ghana,comparison,4,Mistral,True,therapy,['lipids'],False,8
960,How does the ketogenic diet affect endothelial function?,general,4,Mistral,False,recommendation,[],True,6
961,What is the role of omega-3 in keto cardiovascular protection?,general,4,Mistral,False,therapy,['omega_3'],False,8
962,Nutrition therapy for a 12yo with CKD stage 4 and growth hormone deficiency in India,therapy,5,Mistral,False,recommendation,['egfr','igf1'],True,11
963,Recommend growth hormone-compatible meals for CKD in South Africa,recommendation,5,Mistral,True,therapy,['protein'],True,8
964,Compare IGF-1 response to nutritional rehabilitation in CKD in Nigeria,comparison,4,Mistral,True,therapy,['igf1'],False,9
965,How does growth hormone affect phosphate metabolism in CKD?,general,4,Mistral,False,recommendation,['phosphate'],True,8
966,What is the role of rhGH in pediatric CKD?,general,4,Mistral,False,therapy,[],True,6
967,Medical nutrition therapy for a 7yo with ulcerative colitis and primary sclerosing cholangitis in Kenya,therapy,5,Mistral,False,recommendation,['bilirubin'],True,12
968,Recommend fat-soluble vitamin monitoring for PSC-IBD in Ghana,recommendation,5,Mistral,True,therapy,['vitamin_a','vitamin_d','vitamin_e','vitamin_k'],True,10
969,Compare liver enzyme patterns in PSC vs autoimmune hepatitis in Nigeria,comparison,4,Mistral,True,therapy,['alt','ast'],False,9
970,How does PSC affect nutrition in IBD?,general,4,Mistral,False,recommendation,[],True,6
971,What is the role of UDCA in PSC?,general,4,Mistral,False,therapy,[],False,5
972,Recommend high-calorie, low-acid meals for a 5yo with GERD and esophagitis in India,recommendation,5,Mistral,True,therapy,[],True,11
973,Medical nutrition therapy for a 4yo with eosinophilic colitis in South Africa,therapy,5,Mistral,False,recommendation,[],True,8
974,Compare elimination diet efficacy in EoC vs EoE in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
975,How is EoC diagnosed?,general,3,Mistral,False,recommendation,[],False,4
976,What is the natural history of EoC?,general,3,TinyLlama,False,therapy,[],False,5
977,Compare preterm DHA supplementation outcomes on neurodevelopment in Kenya,comparison,4,Mistral,True,therapy,['dha'],False,8
978,How does DHA affect visual acuity in preterms?,general,4,Mistral,False,recommendation,['dha'],False,7
979,Recommend DHA-rich local foods for preterm mothers in Ghana,recommendation,4,Mistral,True,therapy,['dha'],False,9
980,Medical nutrition therapy for a 8-month-old with preterm history and zinc deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['zinc'],True,12
981,What is the role of zinc in preterm immune function?,general,4,Mistral,False,therapy,['zinc'],False,7
982,How does zinc deficiency present in preterms?,general,4,Mistral,False,recommendation,['zinc'],False,6
983,Recommend insulin dose adjustment for high-fat meals in a 13yo with T1D in India,recommendation,5,Mistral,True,therapy,['insulin'],True,12
984,Compare fat-protein unit calculation methods in T1D in South Africa,comparison,4,Mistral,True,therapy,['fat','protein'],False,9
985,How does fat affect postprandial glucose in T1D?,general,4,Mistral,False,recommendation,['glucose'],False,7
986,Medical nutrition therapy for a 15yo with T1D and lipohypertrophy in Nigeria,therapy,5,Mistral,False,recommendation,[],True,9
987,Recommend site rotation strategies with cultural clothing in Kenya,recommendation,3,TinyLlama,True,therapy,[],False,8
988,Compare food allergy prevalence in atopic vs non-atopic children in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
989,How does atopy affect food allergy severity?,general,4,Mistral,False,recommendation,[],False,6
990,Recommend allergy action plans for school in Nigeria,recommendation,3,TinyLlama,True,therapy,[],False,7
991,Medical nutrition therapy for a 6yo with food allergy and anaphylaxis to cashew in India,therapy,5,Mistral,False,recommendation,[],True,11
992,Compare hidden cashew sources in local Indian sweets in South Africa,comparison,4,Mistral,True,therapy,[],False,9
993,How is cashew allergy different from peanut?,general,4,Mistral,False,recommendation,[],False,6
994,Nutrition therapy for a 10yo with CF and CFRD on GLP-1 agonist in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
995,Recommend GLP-1 agonist-compatible meal volumes for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['volume'],True,9
996,Compare GLP-1 agonist side effects in CFRD vs obesity in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,8
997,How do GLP-1 agonists affect pancreatic enzyme efficacy?,general,4,Mistral,False,recommendation,[],True,7
998,What is the role of dual-hormone artificial pancreas in CFRD?,general,4,Mistral,False,therapy,[],True,8
999,Medical nutrition therapy for a 5yo with isovaleric acidemia during illness in India,therapy,5,Mistral,False,recommendation,['ammonia','isovalerylglycine'],True,12
1000,Recommend glycine supplementation for isovaleric acidemia in South Africa,recommendation,5,Mistral,True,therapy,['glycine'],True,8
1001,Compare protein tolerance in isovaleric vs propionic acidemia in Nigeria,comparison,4,Mistral,True,therapy,['protein'],False,9
1002,How is isovaleric acidemia diagnosed?,general,4,Mistral,False,recommendation,['isovalerylglycine'],False,5
1003,What is the odor of isovaleric acidemia?,general,3,TinyLlama,False,therapy,[],False,6
1004,Ketogenic diet for a 7yo with Lennox-Gastaut syndrome on felbamate in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,10
1005,Recommend liver monitoring strategies on felbamate and keto in Nigeria,recommendation,5,Mistral,True,therapy,['alt','ast'],True,9
1006,Compare felbamate hepatotoxicity risk with other antiepileptics in Ghana,comparison,4,Mistral,True,therapy,[],False,8
1007,How does felbamate affect folate metabolism?,general,4,Mistral,False,recommendation,['folate'],True,6
1008,What is the role of folate supplementation with felbamate?,general,4,Mistral,False,therapy,['folate'],False,7
1009,Nutrition therapy for a 13yo with CKD stage 5 and hyperkalemia in India,therapy,5,Mistral,False,recommendation,['potassium'],True,10
1010,Recommend emergency potassium-lowering dietary strategies in South Africa,recommendation,5,Mistral,True,therapy,['potassium'],True,8
1011,Compare potassium binders with dietary restriction in Nigeria,comparison,4,Mistral,True,therapy,['potassium'],False,8
1012,How does hyperkalemia present in children?,general,4,Mistral,False,recommendation,['potassium'],True,6
1013,What is the role of ECG in hyperkalemia?,general,4,Mistral,False,therapy,[],True,6
1014,Medical nutrition therapy for a 8yo with Crohn’s disease and iron deficiency anemia in Kenya,therapy,5,Mistral,False,recommendation,['iron','ferritin'],True,12
1015,Recommend IV iron vs oral iron strategies in IBD in Ghana,recommendation,5,Mistral,True,therapy,['iron'],True,9
1016,Compare hepcidin levels in IBD anemia vs iron deficiency in Nigeria,comparison,4,Mistral,True,therapy,['hepcidin','ferritin'],False,9
1017,How does inflammation affect iron absorption in IBD?,general,4,Mistral,False,recommendation,['hepcidin','iron'],True,8
1018,What is the role of ferric carboxymaltose in IBD?,general,4,Mistral,False,therapy,['iron'],True,7
1019,Recommend thickened, low-acid, high-calorie meals for a 5yo with GERD and failure to thrive in India,recommendation,5,Mistral,True,therapy,[],True,13
1020,Medical nutrition therapy for a 4yo with Sandifer syndrome and hiatal hernia in South Africa,therapy,5,Mistral,False,recommendation,[],True,10
1021,Compare fundoplication outcomes with medical management in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
1022,How does hiatal hernia affect GERD severity?,general,4,Mistral,False,recommendation,[],False,6
1023,What is the role of pH-impedance testing pre-fundoplication?,general,4,Mistral,False,therapy,[],False,7
1024,Compare preterm probiotic supplementation strains for NEC prevention in Kenya,comparison,4,Mistral,True,therapy,[],False,9
1025,How do probiotics affect preterm gut colonization?,general,4,Mistral,False,recommendation,[],True,6
1026,Recommend evidence-based probiotic strains for preterms in Ghana,recommendation,4,Mistral,True,therapy,[],False,8
1027,Medical nutrition therapy for a 9-month-old with preterm history and vitamin A deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_a'],True,13
1028,What is the role of vitamin A in preterm lung development?,general,4,Mistral,False,therapy,['vitamin_a'],True,8
1029,How does vitamin A deficiency present in preterms?,general,4,Mistral,False,recommendation,['vitamin_a'],False,6
1030,Recommend carb counting for a 16yo with T1D starting university in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,10
1031,Compare continuous glucose monitoring accuracy in hot climates in South Africa,comparison,4,Mistral,True,therapy,['glucose'],False,8
1032,How does travel affect T1D management?,general,4,Mistral,False,recommendation,[],False,5
1033,Medical nutrition therapy for a 17yo with T1D and eating disorder in Nigeria,therapy,5,Mistral,False,recommendation,[],True,10
1034,Recommend multidisciplinary team approach for T1D and eating disorders in Kenya,recommendation,4,Mistral,True,therapy,[],False,9
1035,Compare long-term outcomes of early vs late food allergy introduction in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
1036,Medical nutrition therapy for a 7-month-old preterm infant with cholestatic liver disease in Kenya,therapy,5,Mistral,False,recommendation,['bilirubin'],True,13
1037,Recommend MCT oil-fortified local porridges for a preterm infant with fat malabsorption in Nigeria,recommendation,4,Mistral,True,therapy,['fat'],True,14
1038,Compare DHA content in maternal breast milk vs donor milk for preterm infants in Ghana,comparison,4,Mistral,True,recommendation,['dha'],False,13
1039,How does caffeine therapy affect feeding tolerance in preterm infants?,general,4,Mistral,False,therapy,[],False,8
1040,What is the role of probiotics in preventing necrotizing enterocolitis in preterms?,general,4,Mistral,False,recommendation,[],True,9
1041,Nutrition therapy for a 6yo with type 1 diabetes and diabetic ketoacidosis recovery in India,therapy,5,Mistral,False,recommendation,['glucose','ketones'],True,12
1042,Recommend low-glycemic, high-fiber snacks for a 10yo with T1D in South Africa,recommendation,4,Mistral,True,therapy,['glycemic_index','fiber'],True,12
1043,Compare postprandial glucose curves for millet vs sorghum porridge in T1D children in Nigeria,comparison,4,Mistral,True,therapy,['glucose'],False,13
1044,How does insulin pump therapy improve quality of life in pediatric T1D?,general,3,Mistral,False,recommendation,[],False,9
1045,What is the target time-in-range for children with type 1 diabetes?,general,3,Mistral,False,therapy,['glucose'],False,9
1046,Medical nutrition therapy for a 4yo with multiple food allergies and faltering weight in Kenya,therapy,5,Mistral,False,recommendation,[],True,12
1047,Recommend calcium-fortified, allergy-safe breakfast options for a 6yo in Ghana,recommendation,4,Mistral,True,therapy,['calcium'],True,10
1048,Compare allergenic potential of lupin vs soy in milk-allergic children in Nigeria,comparison,4,Mistral,True,recommendation,[],False,10
1049,How effective is epicutaneous immunotherapy for peanut allergy?,general,4,Mistral,False,therapy,[],True,7
1050,What nutrients require monitoring during oral immunotherapy?,general,4,Mistral,False,recommendation,['protein','calories'],False,7
1051,Nutrition therapy for a 7yo with cystic fibrosis and CFRD on insulin in India,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
1052,Recommend high-energy, low-carb local meals for a child with CFRD in South Africa,recommendation,5,Mistral,True,therapy,['carbohydrate'],True,11
1053,Compare glycemic impact of plantain vs yam in CFRD children in Kenya,comparison,4,Mistral,True,therapy,['glycemic_index'],False,11
1054,How does CFRD affect pancreatic enzyme dosing?,general,4,Mistral,False,recommendation,[],False,7
1055,What is the role of annual oral glucose tolerance test in CF?,general,4,Mistral,False,therapy,[],False,9
1056,Medical nutrition therapy for a 5yo with phenylketonuria (Phe 520 µmol/L) in Nigeria,therapy,5,Mistral,False,recommendation,['phenylalanine'],True,11
1057,Recommend low-Phe local grains for a child with PKU in Ghana,recommendation,5,Mistral,True,therapy,['phenylalanine'],True,10
1058,Compare tyrosine content in medical formula vs natural foods for PKU in India,comparison,4,Mistral,True,recommendation,['tyrosine'],False,12
1059,How is blood Phe monitored in resource-limited settings?,general,4,Mistral,False,therapy,['phenylalanine'],True,8
1060,What are neurocognitive outcomes in late-diagnosed PKU?,general,4,Mistral,False,recommendation,[],True,7
1061,Ketogenic diet for a 6yo with West syndrome in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
1062,Recommend selenium and carnitine monitoring schedule for long-term keto in Nigeria,recommendation,4,Mistral,True,therapy,['selenium','carnitine'],True,11
1063,Compare urine ketone vs blood beta-hydroxybutyrate monitoring in pediatric keto in Ghana,comparison,4,Mistral,True,therapy,['ketones'],False,12
1064,How does the ketogenic diet affect bone mineral density?,general,4,Mistral,False,recommendation,['calcium','vitamin_d'],True,8
1065,What is the role of citrate supplementation in keto-induced kidney stones?,general,4,Mistral,False,therapy,['citrate'],True,9
1066,Nutrition therapy for a 8yo with CKD stage 3 and hyperphosphatemia in India,therapy,5,Mistral,False,recommendation,['phosphate'],True,10
1067,Recommend phosphate binder timing with local meals in South Africa,recommendation,5,Mistral,True,therapy,['phosphate'],True,9
1068,Compare potassium content in boiled vs soaked leafy greens for CKD in Nigeria,comparison,4,Mistral,True,therapy,['potassium'],False,12
1069,How does metabolic acidosis contribute to muscle wasting in CKD?,general,4,Mistral,False,recommendation,[],True,8
1070,What is the target serum bicarbonate in pediatric CKD?,general,4,Mistral,False,therapy,['bicarbonate'],False,8
1071,Medical nutrition therapy for a 5yo with Crohn’s disease and vitamin D deficiency in Kenya,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,11
1072,Recommend high-vitamin D, low-fiber foods for a child with IBD in Ghana,recommendation,5,Mistral,True,therapy,['vitamin_d'],True,10
1073,Compare fecal calprotectin response to exclusive enteral nutrition vs steroids in Nigeria,comparison,4,Mistral,True,therapy,['fecal_calprotectin'],False,11
1074,How does exclusive enteral nutrition affect growth in Crohn’s?,general,4,Mistral,False,recommendation,['weight'],True,8
1075,What is the role of vitamin D in mucosal healing in IBD?,general,4,Mistral,False,therapy,['vitamin_d'],True,8
1076,Recommend thickened, nutrient-dense smoothies for a 4yo with GERD and poor intake in India,recommendation,4,Mistral,True,therapy,[],False,11
1077,Medical nutrition therapy for a 3yo with eosinophilic esophagitis on topical steroids in South Africa,therapy,5,Mistral,False,recommendation,[],True,11
1078,Compare six-food elimination diet efficacy vs PPI therapy in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
1079,How is EoE remission confirmed endoscopically?,general,4,Mistral,False,recommendation,[],False,6
1080,What is the role of dietary reintroduction in EoE management?,general,4,Mistral,False,therapy,[],False,8
1081,Compare growth outcomes in preterm infants fed fortified human milk vs formula in Kenya,comparison,4,Mistral,True,therapy,[],False,11
1082,How does kangaroo care affect preterm feeding progression?,general,4,Mistral,False,recommendation,[],True,7
1083,Recommend strategies to prevent iron deficiency in ex-preterm infants in Ghana,recommendation,4,Mistral,True,therapy,['iron'],True,10
1084,Medical nutrition therapy for a 7-month-old with preterm history and vitamin D deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,13
1085,What is the role of sunlight exposure in preterm vitamin D status?,general,4,Mistral,False,therapy,['vitamin_d'],False,8
1086,Recommend carb distribution for a 14yo with T1D on college schedule in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,11
1087,Compare insulin pump site rotation strategies in hot climates in South Africa,comparison,3,TinyLlama,True,therapy,[],False,9
1088,How does alcohol affect T1D in adolescents?,general,4,Mistral,False,recommendation,[],True,6
1089,Medical nutrition therapy for a 16yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
1090,Recommend preconception folic acid dose for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,9
1091,Compare food allergy resolution rates by allergen in Ghana,comparison,3,TinyLlama,True,therapy,[],False,8
1092,How does eczema severity predict food allergy persistence?,general,4,Mistral,False,recommendation,[],False,7
1093,Recommend reintroduction protocols for resolved milk allergy in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
1094,Medical nutrition therapy for a 7yo with food-dependent exercise-induced anaphylaxis in India,therapy,5,Mistral,False,recommendation,[],True,11
1095,Compare safe exercise timing after eating in FDEIA in South Africa,comparison,4,Mistral,True,therapy,[],False,9
1096,How is FDEIA diagnosed?,general,3,Mistral,False,recommendation,[],False,4
1097,Nutrition therapy for a 9yo with CF and CFRD on insulin pump in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
1098,Recommend pump-compatible meal timing for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,8
1099,Compare insulin absorption with CF-related skin changes in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
1100,How does CFRD affect lung function decline?,general,4,Mistral,False,recommendation,[],True,6